SKU,Order_Date,Product_Type,Price,Availability,Number_Products_Sold,Revenue_Generated,Customer_Region,Customer_Segment,Supplier_Name,Supplier_Defect_Rate,Inspection_Result,Defect_Rate,Return_Reason,Return_Date,Refund_Status,Shipping_Carrier,Shipping_Cost,Transport_Mode,Lead_Time,Manufacturing_Lead_Time,Shipping_Time,Notes,Order_Month,Is_Return
SKU10660,2024-05-31 21:29:37.847990,Laptop,1325.23,In Stock,15,19878.45,South,Regular,Supplier_C,5.37,Pass,5.37,Defective,2024-06-25 21:29:37.847990,Pending,Carrier_X,105.8,Air,14,3,2,,2024-05,1
SKU10661,2025-02-26 21:29:37.847990,Laptop,769.3,In Stock,21,16155.3,East,Regular,Supplier_D,2.78,Pass,2.75,Unknown,,,Carrier_Z,59.88,Air,15,8,3,,2025-02,0
SKU10662,2024-12-26 21:29:37.847990,Headphones,115.67,In Stock,20,2313.4,South,Regular,Supplier_B,3.05,Pass,2.6,Unknown,,,Carrier_X,4.25,Ground,27,9,3,,2024-12,0
SKU10663,2025-04-14 21:29:37.847990,Tablet,870.34,In Stock,20,17406.8,West,Premium,Supplier_B,2.45,Pass,1.95,Other,2025-05-09 21:29:37.847990,Pending,Carrier_Y,17.84,Sea,49,7,21,,2025-04,1
SKU10664,2024-06-26 21:29:37.847990,Smartphone,783.7,In Stock,53,41536.100000000006,Central,Premium,Supplier_E,3.65,Pass,3.62,Late Delivery,2024-07-09 21:29:37.847990,Completed,Carrier_Y,46.88,Air,24,5,3,,2024-06,1
SKU10665,2025-03-19 21:29:37.847990,Headphones,300.0,Out of Stock,29,8700.0,South,Premium,Supplier_A,1.06,,1.06,Unknown,,,Carrier_Y,11.29,Ground,23,6,6,,2025-03,0
SKU10666,2025-01-02 21:29:37.847990,Tablet,437.48,In Stock,15,6562.200000000001,South,Premium,Supplier_B,3.27,Fail,5.79,Unknown,,,Carrier_X,35.72,Air,18,6,1,,2025-01,0
SKU10667,2025-01-09 21:29:37.847990,Laptop,2000.0,In Stock,39,78000.0,South,Wholesale,Supplier_D,1.48,Pass,1.43,Unknown,,,Carrier_Y,87.11,Ground,16,7,4,,2025-01,0
SKU10668,2024-10-07 21:29:37.847990,Smartwatch,305.93,In Stock,11,3365.23,West,Regular,Supplier_A,1.02,Pass,0.86,Unknown,,,Carrier_X,14.24,Air,27,7,2,,2024-10,0
SKU10669,2024-07-06 21:29:37.847990,Headphones,208.33,In Stock,28,5833.240000000001,West,Premium,Supplier_A,1.74,Pass,1.37,Unknown,,,Carrier_X,10.72,Air,19,7,2,,2024-07,0
SKU10670,2024-08-19 21:29:37.847990,Laptop,1040.37,Out of Stock,23,23928.51,East,Regular,Supplier_C,4.59,,4.59,Unknown,,,Carrier_Y,73.49,Air,16,8,1,,2024-08,0
SKU10671,2025-03-13 21:29:37.847990,Smartwatch,333.92,In Stock,10,3339.2000000000003,South,Regular,Supplier_B,2.98,Pass,2.83,Unknown,,,Carrier_Y,17.2,Ground,28,6,4,,2025-03,0
SKU10672,2025-04-30 21:29:37.847990,Smartphone,568.37,In Stock,43,24439.91,Central,Wholesale,Supplier_E,4.21,Pass,3.87,Unknown,,,Carrier_X,32.83,Ground,16,10,4,,2025-04,0
SKU10673,2024-12-31 21:29:37.847990,Tablet,644.71,In Stock,20,12894.2,West,Regular,Supplier_C,5.5,,5.5,Unknown,,,Carrier_X,33.4,Ground,23,7,6,,2024-12,0
SKU10674,2024-06-30 21:29:37.847990,Tablet,342.23,In Stock,21,7186.83,South,Premium,Supplier_A,0.93,Fail,2.09,Unknown,,,Carrier_X,12.8,Ground,16,8,4,,2024-06,0
SKU10675,2025-05-10 21:29:37.847990,Headphones,300.0,In Stock,13,3900.0,North,Regular,Supplier_C,5.76,,5.76,Unknown,,,Carrier_Z,21.5,Air,8,8,1,,2025-05,0
SKU10676,2024-08-24 21:29:37.847990,Laptop,1539.26,In Stock,34,52334.84,North,Premium,Supplier_B,2.12,Pass,2.04,Unknown,,,Carrier_X,96.13,Air,12,6,2,,2024-08,0
SKU10677,2025-02-13 21:29:37.847990,Smartphone,400.0,In Stock,13,5200.0,West,Regular,Supplier_C,5.01,Pass,4.74,Unknown,,,Carrier_Z,18.56,Ground,16,5,4,,2025-02,0
SKU10678,2024-11-22 21:29:37.847990,Laptop,1847.99,In Stock,24,44351.76,East,Regular,Supplier_A,1.42,Pass,1.07,Unknown,,,Carrier_Y,89.02,Air,15,8,3,,2024-11,0
SKU10679,2025-04-30 21:29:37.847990,Headphones,209.45,In Stock,8,1675.6,North,Regular,Supplier_A,1.09,Pass,0.86,Unknown,,,Carrier_Y,11.97,Ground,45,5,7,,2025-04,0
SKU10680,2024-10-20 21:29:37.847990,Smartphone,1168.86,In Stock,20,23377.2,East,Regular,Supplier_E,3.74,Pass,3.71,Unknown,,,Carrier_X,77.83,Air,23,6,2,,2024-10,0
SKU10681,2024-08-19 21:29:37.847990,Smartphone,631.17,In Stock,26,16410.42,North,Regular,Supplier_D,2.34,Pass,2.21,Late Delivery,2024-09-07 21:29:37.847990,Completed,Carrier_Y,54.62,Air,31,3,3,,2024-08,1
SKU10682,2024-11-06 21:29:37.847990,Smartphone,680.94,In Stock,30,20428.2,Central,Regular,Supplier_A,1.28,Pass,0.88,Unknown,,,Carrier_Y,30.65,Air,26,10,1,,2024-11,0
SKU10683,2024-12-12 21:29:37.847990,Laptop,1788.29,In Stock,24,42918.96,West,Regular,Supplier_A,3.16,Pass,2.78,Unknown,,,Carrier_Y,101.85,Ground,38,5,4,,2024-12,0
SKU10684,2024-09-28 21:29:37.847990,Laptop,2000.0,In Stock,22,44000.0,West,Regular,Supplier_D,3.08,Pass,2.81,Defective,2024-10-23 21:29:37.847990,Completed,Carrier_Y,114.62,Ground,38,3,6,,2024-09,1
SKU10685,2025-04-07 21:29:37.847990,Laptop,1215.52,In Stock,19,23094.88,South,Regular,Supplier_D,2.47,Pass,2.43,Unknown,,,Carrier_Y,86.07,Air,27,10,3,,2025-04,0
SKU10686,2024-06-08 21:29:37.847990,Laptop,2000.0,In Stock,29,58000.0,Central,Regular,Supplier_B,3.28,Pass,2.85,Unknown,,,Carrier_X,117.5,Air,11,7,1,,2024-06,0
SKU10687,2024-09-04 21:29:37.847990,Smartwatch,368.23,In Stock,7,2577.61,East,Regular,Supplier_D,1.37,Pass,1.14,Unknown,,,Carrier_Z,19.57,Ground,39,9,7,,2024-09,0
SKU10688,2025-05-23 21:29:37.847990,Laptop,2000.0,Out of Stock,19,38000.0,North,Regular,Supplier_D,2.02,Pass,1.88,Unknown,,,Carrier_Z,82.41,Ground,43,6,7,Fight blue father off hot.,2025-05,0
SKU10689,2025-01-18 21:29:37.847990,Smartwatch,396.22,In Stock,23,9113.06,North,Wholesale,Supplier_D,1.46,Pass,1.13,Unknown,,,Carrier_Z,35.63,Air,31,9,3,,2025-01,0
SKU10690,2024-07-07 21:29:37.847990,Smartwatch,367.66,In Stock,31,11397.46,North,Wholesale,Supplier_E,3.55,Pass,3.12,Other,2024-07-24 21:29:37.847990,Completed,Carrier_W,21.65,Ground,30,6,6,,2024-07,1
SKU10691,2024-11-14 21:29:37.847990,Smartphone,776.02,In Stock,36,27936.72,East,Regular,Supplier_D,1.76,Pass,1.32,Defective,2024-11-22 21:29:37.847990,Pending,Carrier_X,36.35,Air,17,4,1,,2024-11,1
SKU10692,2025-02-13 21:29:37.847990,Headphones,300.0,In Stock,13,3900.0,South,Regular,Supplier_A,0.7,Pass,0.54,Unknown,,,Carrier_Y,9.86,Ground,32,8,7,,2025-02,0
SKU10693,2024-07-11 21:29:37.847990,Laptop,1345.11,In Stock,26,34972.86,North,Regular,Supplier_C,4.39,,4.39,Defective,2024-08-03 21:29:37.847990,Completed,Carrier_X,70.25,Ground,23,7,3,,2024-07,1
SKU10694,2025-04-23 21:29:37.847990,Tablet,411.72,In Stock,13,5352.360000000001,West,Regular,Supplier_A,1.18,Pass,1.06,Defective,2025-04-25 21:29:37.847990,Completed,Carrier_Z,21.98,Air,35,7,1,Garden now light court others southern.,2025-04,1
SKU10695,2024-07-14 21:29:37.847990,Smartphone,983.09,In Stock,74,72748.66,South,Wholesale,Supplier_D,1.86,Pass,1.71,Unknown,,,Carrier_Y,79.17,Air,25,7,1,,2024-07,0
SKU10696,2025-01-29 21:29:37.847990,Headphones,177.01,In Stock,12,2124.12,Central,Regular,Supplier_D,1.87,Pass,1.54,Unknown,,,Carrier_Y,9.46,Ground,32,8,4,,2025-01,0
SKU10697,2024-11-18 21:29:37.847990,Smartphone,669.97,In Stock,36,24118.92,West,Regular,Supplier_C,4.98,Pass,4.56,Unknown,,,Carrier_Y,57.69,Air,13,8,1,,2024-11,0
SKU10698,2024-09-04 21:29:37.847990,Tablet,509.88,In Stock,33,16826.04,Central,Wholesale,Supplier_B,3.14,Pass,3.01,Unknown,,,Carrier_W,30.64,Air,11,9,1,,2024-09,0
SKU10699,2025-04-17 21:29:37.847990,Laptop,1603.27,In Stock,47,75353.69,Central,Wholesale,Supplier_C,5.42,,5.42,Other,2025-05-06 21:29:37.847990,Pending,Carrier_Y,46.34,Sea,48,4,28,,2025-04,1
SKU10700,2024-08-18 21:29:37.847990,Smartphone,1007.81,In Stock,15,15117.15,Central,Regular,Supplier_A,1.26,Pass,0.76,Defective,2024-09-03 21:29:37.847990,Completed,Carrier_X,42.65,Ground,43,6,5,,2024-08,1
SKU10701,2024-06-11 21:29:37.847990,Tablet,496.87,In Stock,14,6956.18,East,Regular,Supplier_C,5.88,Fail,8.18,Changed Mind,2024-07-08 21:29:37.847990,Completed,Carrier_Z,17.12,Ground,24,3,9,,2024-06,1
SKU10702,2025-04-15 21:29:37.847990,Laptop,2000.0,In Stock,34,68000.0,North,Premium,Supplier_E,3.9,Pass,3.58,Unknown,,,Carrier_W,102.8,Air,25,10,1,,2025-04,0
SKU10703,2024-10-18 21:29:37.847990,Laptop,1475.76,In Stock,44,64933.44,West,Wholesale,Supplier_A,1.43,Fail,2.7,Unknown,,,Carrier_Z,52.53,Ground,27,8,6,,2024-10,0
SKU10704,2024-08-08 21:29:37.847990,Laptop,715.11,In Stock,22,15732.42,West,Regular,Supplier_B,3.46,Pass,3.32,Late Delivery,2024-08-25 21:29:37.847990,Completed,Carrier_X,54.02,Air,18,10,1,,2024-08,1
SKU10705,2025-05-15 21:29:37.847990,Tablet,900.0,Out of Stock,18,16200.0,North,Premium,Supplier_D,2.56,Pass,2.4,Unknown,,,Carrier_X,30.04,Ground,28,5,4,,2025-05,0
SKU10706,2025-01-11 21:29:37.847990,Laptop,864.76,In Stock,16,13836.16,West,Regular,Supplier_A,0.99,Pass,0.83,Unknown,,,Carrier_X,16.91,Sea,31,8,19,,2025-01,0
SKU10707,2024-07-17 21:29:37.847990,Smartphone,1024.49,Out of Stock,51,52248.99,West,Premium,Supplier_B,3.01,Pass,2.61,Unknown,,,Carrier_Z,55.86,Ground,34,7,6,,2024-07,0
SKU10708,2025-02-10 21:29:37.847990,Tablet,335.45,In Stock,15,5031.75,North,Regular,Supplier_D,2.44,Pass,2.3,Unknown,,,Carrier_X,26.57,Air,18,5,2,,2025-02,0
SKU10709,2024-10-21 21:29:37.847990,Headphones,108.05,Out of Stock,46,4970.3,North,Wholesale,Supplier_C,4.95,Pass,4.78,Unknown,,,Carrier_Z,6.3,Ground,19,5,4,,2024-10,0
SKU10710,2025-01-01 21:29:37.847990,Headphones,293.12,In Stock,15,4396.8,South,Regular,Supplier_A,0.7,Pass,0.7,Unknown,,,Carrier_X,16.16,Ground,20,6,3,,2025-01,0
SKU10711,2024-08-25 21:29:37.847990,Smartphone,400.0,In Stock,23,9200.0,North,Regular,Supplier_B,2.72,Pass,2.49,Unknown,,,Carrier_W,21.93,Air,24,7,3,,2024-08,0
SKU10712,2025-03-11 21:29:37.847990,Smartwatch,330.19,In Stock,5,1650.95,South,Regular,Supplier_B,3.35,Pass,3.15,Unknown,,,Carrier_Z,11.55,Ground,23,6,9,,2025-03,0
SKU10713,2024-08-05 21:29:37.847990,Headphones,143.49,In Stock,12,1721.88,North,Regular,Supplier_B,2.53,,2.53,Unknown,,,Carrier_W,7.46,Ground,26,8,9,,2024-08,0
SKU10714,2025-03-11 21:29:37.847990,Tablet,872.99,In Stock,21,18332.79,West,Premium,Supplier_E,4.19,Pass,3.78,Unknown,,,Carrier_X,65.91,Air,26,6,2,,2025-03,0
SKU10715,2025-03-09 21:29:37.847990,Laptop,936.69,In Stock,22,20607.18,North,Regular,Supplier_A,1.83,Pass,1.45,Other,2025-03-26 21:29:37.847990,Pending,Carrier_Y,24.32,Sea,51,5,22,Away data audience Democrat nothing write past star.,2025-03,1
SKU10716,2025-05-19 21:29:37.847990,Headphones,155.21,Out of Stock,15,2328.15,North,Regular,Supplier_B,2.99,Pass,2.63,Other,2025-06-04 21:29:37.847990,Completed,Carrier_Y,4.67,Ground,14,7,4,,2025-05,1
SKU10717,2025-01-13 21:29:37.847990,Smartwatch,540.36,In Stock,12,6484.32,West,Premium,Supplier_D,2.19,,2.19,Unknown,,,Carrier_Z,40.59,Air,37,7,1,,2025-01,0
SKU10718,2025-03-16 21:29:37.847990,Laptop,1518.08,In Stock,16,24289.28,East,Regular,Supplier_B,3.28,Pass,3.13,Unknown,,,Carrier_X,82.57,Ground,36,8,5,,2025-03,0
SKU10719,2024-06-22 21:29:37.847990,Laptop,704.09,In Stock,27,19010.43,Central,Regular,Supplier_C,5.26,Pass,4.78,Unknown,,,Carrier_X,34.86,Ground,11,5,4,,2024-06,0
SKU10720,2024-11-04 21:29:37.847990,Smartphone,1200.0,In Stock,23,27600.0,South,Regular,Supplier_D,2.47,Pass,2.24,Unknown,,,Carrier_Y,81.44,Air,31,6,3,,2024-11,0
SKU10721,2025-01-15 21:29:37.847990,Smartphone,1200.0,Out of Stock,14,16800.0,East,Regular,Supplier_A,1.2,Pass,0.9,Unknown,,,Carrier_Y,50.0,Ground,23,11,6,,2025-01,0
SKU10722,2024-11-24 21:29:37.847990,Laptop,842.59,In Stock,21,17694.39,East,Regular,Supplier_A,2.55,Pass,2.31,Unknown,,,Carrier_Y,49.02,Air,41,8,3,,2024-11,0
SKU10723,2024-10-26 21:29:37.847990,Smartphone,529.64,In Stock,20,10592.8,South,Regular,Supplier_A,1.78,Pass,1.69,Unknown,,,Carrier_Y,18.0,Ground,21,3,4,,2024-10,0
SKU10724,2025-01-10 21:29:37.847990,Smartphone,1200.0,Out of Stock,14,16800.0,East,Regular,Supplier_A,0.97,Pass,0.53,Unknown,,,Carrier_Y,69.65,Air,18,10,1,,2025-01,0
SKU10725,2024-08-03 21:29:37.847990,Laptop,1062.68,In Stock,31,32943.08,West,Premium,Supplier_A,1.64,Pass,1.59,Unknown,,,Carrier_X,32.95,Ground,42,8,4,,2024-08,0
SKU10726,2024-06-19 21:29:37.847990,Tablet,454.88,Out of Stock,33,15011.04,Central,Wholesale,Supplier_A,1.55,Pass,1.27,Unknown,,,Carrier_X,22.35,Air,36,5,2,,2024-06,0
SKU10727,2024-11-04 21:29:37.847990,Smartphone,1200.0,In Stock,46,55200.0,South,Premium,Supplier_E,4.27,Pass,3.79,Unknown,,,Carrier_X,66.91,Air,23,8,2,,2024-11,0
SKU10728,2024-12-03 21:29:37.847990,Headphones,136.51,In Stock,36,4914.36,South,Premium,Supplier_D,2.62,,2.62,Unknown,,,Carrier_X,5.54,Ground,36,4,4,,2024-12,0
SKU10729,2024-12-04 21:29:37.847990,Smartwatch,383.95,In Stock,24,9214.8,East,Premium,Supplier_C,5.45,,5.45,Defective,2024-12-25 21:29:37.847990,Pending,Carrier_Y,22.85,Ground,16,4,4,,2024-12,1
SKU10730,2024-07-27 21:29:37.847990,Smartwatch,557.37,In Stock,14,7803.18,Central,Premium,Supplier_B,3.65,Pass,3.26,Unknown,,,Carrier_X,48.51,Air,26,7,2,,2024-07,0
SKU10731,2024-09-10 21:29:37.847990,Tablet,335.75,In Stock,20,6715.0,East,Premium,Supplier_D,1.47,,1.47,Unknown,,,Carrier_Y,19.55,Ground,18,8,6,,2024-09,0
SKU10732,2024-09-28 21:29:37.847990,Smartphone,625.98,Out of Stock,32,20031.36,West,Regular,Supplier_E,4.14,,4.14,Unknown,,,Carrier_W,41.46,Air,21,7,3,,2024-09,0
SKU10733,2024-09-18 21:29:37.847990,Headphones,198.84,In Stock,11,2187.24,West,Regular,Supplier_A,2.22,Pass,1.96,Unknown,,,Carrier_Z,11.16,Ground,38,7,4,,2024-09,0
SKU10734,2024-08-23 21:29:37.847990,Smartphone,691.11,In Stock,16,11057.76,West,Regular,Supplier_D,1.86,Pass,1.84,Unknown,,,Carrier_X,54.24,Air,29,6,1,,2024-08,0
SKU10735,2025-05-26 21:29:37.847990,Headphones,105.34,In Stock,15,1580.1,East,Regular,Supplier_A,1.11,Pass,1.05,Unknown,,,Carrier_W,3.34,Ground,19,4,7,,2025-05,0
SKU10736,2024-11-16 21:29:37.847990,Laptop,726.39,In Stock,44,31961.16,West,Premium,Supplier_B,2.32,Pass,2.16,Late Delivery,2024-11-25 21:29:37.847990,Completed,Carrier_Y,35.17,Ground,17,3,7,,2024-11,1
SKU10737,2024-08-09 21:29:37.847990,Laptop,1848.32,Out of Stock,47,86871.04,East,Wholesale,Supplier_B,2.79,Pass,2.75,Unknown,,,Carrier_X,41.38,Sea,39,4,11,,2024-08,0
SKU10738,2024-09-02 21:29:37.847990,Headphones,194.26,In Stock,13,2525.38,North,Regular,Supplier_C,5.8,,5.8,Defective,2024-09-19 21:29:37.847990,Completed,Carrier_Z,7.85,Ground,26,8,9,,2024-09,1
SKU10739,2025-02-11 21:29:37.847990,Laptop,666.7,In Stock,17,11333.9,East,Premium,Supplier_A,1.32,Pass,1.27,Unknown,,,Carrier_X,42.44,Air,27,7,2,,2025-02,0
SKU10740,2025-02-22 21:29:37.847990,Smartwatch,261.52,In Stock,10,2615.2,West,Premium,Supplier_B,3.32,Pass,2.85,Unknown,,,Carrier_Z,10.8,Ground,21,5,4,,2025-02,0
SKU10741,2025-05-16 21:29:37.847990,Laptop,821.82,In Stock,27,22189.140000000003,South,Premium,Supplier_A,1.24,Pass,1.0,Unknown,,,Carrier_Y,43.8,Ground,21,6,4,,2025-05,0
SKU10742,2025-04-27 21:29:37.847990,Smartwatch,320.55,Out of Stock,14,4487.7,North,Regular,Supplier_B,3.29,Pass,2.86,Unknown,,,Carrier_W,11.26,Sea,39,5,15,,2025-04,0
SKU10743,2024-07-02 21:29:37.847990,Smartphone,687.81,In Stock,30,20634.3,Central,Regular,Supplier_D,1.67,Fail,4.0,Unknown,,,Carrier_X,52.89,Air,18,4,2,,2024-07,0
SKU10744,2024-08-17 21:29:37.847990,Headphones,135.39,In Stock,28,3790.92,South,Premium,Supplier_A,1.88,Pass,1.72,Unknown,,,Carrier_X,4.42,Ground,42,7,4,,2024-08,0
SKU10745,2024-05-31 21:29:37.847990,Smartphone,1200.0,In Stock,24,28800.0,Central,Regular,Supplier_B,2.38,Pass,2.27,Unknown,,,Carrier_X,56.74,Ground,31,6,3,,2024-05,0
SKU10746,2024-10-14 21:29:37.847990,Headphones,189.12,In Stock,22,4160.64,East,Premium,Supplier_C,5.31,,5.31,Unknown,,,Carrier_Z,7.43,Ground,21,3,6,,2024-10,0
SKU10747,2025-03-30 21:29:37.847990,Laptop,2000.0,In Stock,24,48000.0,North,Regular,Supplier_A,1.62,Pass,1.42,Unknown,,,Carrier_Y,114.82,Ground,30,14,9,,2025-03,0
SKU10748,2025-03-11 21:29:37.847990,Smartphone,1177.95,In Stock,23,27092.85,South,Regular,Supplier_D,1.11,Fail,2.54,Unknown,,,Carrier_Z,67.29,Air,39,4,3,,2025-03,0
SKU10749,2025-02-20 21:29:37.847990,Laptop,1466.06,In Stock,26,38117.56,East,Premium,Supplier_B,2.02,Pass,1.85,Unknown,,,Carrier_X,69.35,Ground,29,7,5,,2025-02,0
SKU10750,2025-01-01 21:29:37.847990,Headphones,181.66,In Stock,29,5268.14,South,Wholesale,Supplier_B,2.63,Pass,2.14,Unknown,,,Carrier_W,16.26,Air,24,6,3,,2025-01,0
SKU10751,2025-05-11 21:29:37.847990,Smartphone,859.79,In Stock,24,20634.96,Central,Regular,Supplier_B,2.19,Fail,3.23,Unknown,,,Carrier_X,55.58,Air,29,4,1,,2025-05,0
SKU10752,2025-01-26 21:29:37.847990,Headphones,240.86,In Stock,7,1686.02,East,Regular,Supplier_B,2.41,Pass,1.99,Other,2025-02-10 21:29:37.847990,Completed,Carrier_Y,18.15,Air,32,5,1,,2025-01,1
SKU10753,2024-07-18 21:29:37.847990,Smartphone,1200.0,In Stock,24,28800.0,South,Regular,Supplier_B,3.32,Pass,3.21,Unknown,,,Carrier_Y,64.74,Ground,28,7,7,,2024-07,0
SKU10754,2024-06-24 21:29:37.847990,Headphones,190.38,In Stock,22,4188.36,East,Regular,Supplier_B,3.95,Fail,6.49,Changed Mind,2024-07-19 21:29:37.847990,Completed,Carrier_Y,8.91,Air,32,8,1,,2024-06,1
SKU10755,2025-04-22 21:29:37.847990,Smartphone,675.13,In Stock,47,31731.11,South,Premium,Supplier_B,2.56,Pass,2.43,Unknown,,,Carrier_Z,36.48,Air,29,6,1,,2025-04,0
SKU10756,2025-05-21 21:29:37.847990,Smartphone,911.59,Out of Stock,45,41021.55,East,Premium,Supplier_A,0.88,Pass,0.43,Unknown,,,Carrier_Y,50.77,Air,20,5,3,,2025-05,0
SKU10757,2025-01-08 21:29:37.847990,Laptop,1187.73,In Stock,15,17815.95,South,Regular,Supplier_A,1.0,Pass,0.96,Unknown,,,Carrier_X,24.12,Sea,47,4,13,,2025-01,0
SKU10758,2024-08-27 21:29:37.847990,Smartphone,932.76,In Stock,19,17722.44,East,Regular,Supplier_D,2.87,Pass,2.53,Unknown,,,Carrier_X,62.29,Air,30,8,2,,2024-08,0
SKU10759,2024-06-20 21:29:37.847990,Smartphone,907.1,In Stock,48,43540.8,West,Premium,Supplier_D,2.21,Pass,1.98,Unknown,,,Carrier_Y,33.36,Ground,26,10,6,,2024-06,0
SKU10760,2024-11-24 21:29:37.847990,Headphones,180.5,In Stock,17,3068.5,North,Regular,Supplier_D,1.63,Pass,1.26,Unknown,,,Carrier_Z,9.43,Air,17,5,1,Past agency yourself consider letter tend.,2024-11,0
SKU10761,2025-04-03 21:29:37.847990,Tablet,412.62,In Stock,22,9077.64,Central,Premium,Supplier_B,3.74,Pass,3.5,Unknown,,,Carrier_W,20.29,Air,15,8,1,,2025-04,0
SKU10762,2024-09-04 21:29:37.847990,Laptop,1334.71,Out of Stock,22,29363.620000000003,South,Regular,Supplier_E,4.0,Pass,3.99,Unknown,,,Carrier_X,49.27,Ground,25,8,4,,2024-09,0
SKU10763,2024-10-29 21:29:37.847990,Headphones,282.25,In Stock,15,4233.75,North,Regular,Supplier_A,0.72,Pass,0.46,Unknown,,,Carrier_Z,13.84,Ground,42,5,4,,2024-10,0
SKU10764,2024-05-30 21:29:37.847990,Laptop,1461.41,In Stock,54,78916.14,East,Wholesale,Supplier_A,1.95,Pass,1.64,Unknown,,,Carrier_X,98.84,Air,39,9,1,,2024-05,0
SKU10765,2025-04-20 21:29:37.847990,Laptop,1260.07,In Stock,16,20161.12,East,Regular,Supplier_E,3.27,Pass,2.87,Unknown,,,Carrier_Z,63.42,Air,27,6,3,,2025-04,0
SKU10766,2025-03-29 21:29:37.847990,Headphones,180.23,In Stock,18,3244.14,East,Regular,Supplier_B,2.84,Pass,2.83,Other,2025-04-04 21:29:37.847990,Rejected,Carrier_Y,9.92,Ground,35,6,7,,2025-03,1
SKU10767,2024-12-19 21:29:37.847990,Smartphone,807.31,In Stock,86,69428.65999999999,East,Wholesale,Supplier_B,2.04,Pass,1.54,Unknown,,,Carrier_Y,43.19,Ground,18,3,4,,2024-12,0
SKU10768,2025-02-22 21:29:37.847990,Smartwatch,409.69,Out of Stock,9,3687.21,Central,Premium,Supplier_B,2.32,Pass,2.2,Unknown,,,Carrier_Z,19.52,Air,15,6,1,,2025-02,0
SKU10769,2025-05-07 21:29:37.847990,Smartphone,628.77,In Stock,28,17605.559999999998,East,Regular,Supplier_D,2.71,Pass,2.32,Other,2025-06-04 21:29:37.847990,Completed,Carrier_Y,29.45,Air,33,3,1,,2025-05,1
SKU10770,2025-02-08 21:29:37.847990,Smartphone,770.34,Out of Stock,20,15406.8,North,Regular,Supplier_C,4.73,Pass,4.28,Late Delivery,2025-03-01 21:29:37.847990,Pending,Carrier_X,63.73,Air,21,7,1,,2025-02,1
SKU10771,2025-03-05 21:29:37.847990,Laptop,1001.23,In Stock,20,20024.6,East,Regular,Supplier_D,2.23,Pass,2.13,Defective,2025-03-07 21:29:37.847990,Pending,Carrier_X,41.36,Ground,34,6,6,,2025-03,1
SKU10772,2024-08-01 21:29:37.847990,Smartphone,769.03,In Stock,23,17687.69,North,Regular,Supplier_B,2.94,Pass,2.65,Defective,2024-08-27 21:29:37.847990,Completed,Carrier_Y,36.61,Ground,40,9,9,,2024-08,1
SKU10773,2025-04-09 21:29:37.847990,Smartphone,1106.2,In Stock,26,28761.2,West,Regular,Supplier_D,2.38,Pass,2.15,Unknown,,,Carrier_X,89.31,Air,13,6,1,,2025-04,0
SKU10774,2025-05-18 21:29:37.847990,Headphones,106.36,In Stock,25,2659.0,Central,Premium,Supplier_C,5.03,Pass,4.82,Unknown,,,Carrier_X,6.29,Air,21,9,1,,2025-05,0
SKU10775,2025-02-02 21:29:37.847990,Laptop,2000.0,In Stock,13,26000.0,West,Regular,Supplier_D,2.88,Pass,2.78,Unknown,,,Carrier_Y,123.0,Air,27,10,3,,2025-02,0
SKU10776,2024-06-09 21:29:37.847990,Tablet,615.29,In Stock,16,9844.64,South,Regular,Supplier_D,1.65,Fail,3.94,Unknown,,,Carrier_Y,37.69,Air,25,5,1,World ability why.,2024-06,0
SKU10777,2025-04-12 21:29:37.847990,Smartwatch,328.37,In Stock,22,7224.14,East,Wholesale,Supplier_A,1.07,Pass,1.04,Unknown,,,Carrier_W,15.17,Ground,32,5,7,,2025-04,0
SKU10778,2025-05-04 21:29:37.847990,Smartphone,753.33,In Stock,19,14313.27,North,Regular,Supplier_B,1.92,Pass,1.9,Unknown,,,Carrier_Y,59.2,Air,29,9,1,,2025-05,0
SKU10779,2025-05-02 21:29:37.847990,Headphones,300.0,Out of Stock,23,6900.0,South,Premium,Supplier_C,4.44,,4.44,Unknown,,,Carrier_W,13.15,Ground,28,7,6,,2025-05,0
SKU10780,2024-08-21 21:29:37.847990,Smartphone,547.33,Out of Stock,20,10946.6,North,Regular,Supplier_D,2.43,,2.43,Unknown,,,Carrier_Z,34.46,Air,33,5,1,,2024-08,0
SKU10781,2024-07-12 21:29:37.847990,Smartphone,1200.0,In Stock,46,55200.0,North,Premium,Supplier_B,3.96,Pass,3.81,Unknown,,,Carrier_W,68.49,Ground,30,5,6,,2024-07,0
SKU10782,2024-12-10 21:29:37.847990,Headphones,288.79,In Stock,33,9530.070000000002,North,Premium,Supplier_C,5.09,Fail,6.19,Unknown,,,Carrier_Y,13.7,Ground,17,10,7,,2024-12,0
SKU10783,2024-11-12 21:29:37.847990,Laptop,1796.0,In Stock,35,62860.0,West,Premium,Supplier_D,1.71,Pass,1.37,Unknown,,,Carrier_Y,142.24,Air,23,9,3,,2024-11,0
SKU10784,2024-08-15 21:29:37.847990,Smartphone,579.02,In Stock,52,30109.04,Central,Wholesale,Supplier_A,1.95,Pass,1.7,Unknown,,,Carrier_Y,32.09,Ground,42,3,4,,2024-08,0
